ROI_type,dice_coef,task,,,
mean,0.622940096,train,,,
mean,0.333283019,train,,,
mean,0.532753832,train,,,
mean,0.601713113,train,,,
mean,0.510048636,train,,,
mean,0.607432125,train,,,
mean,0.683680945,train,,,
mean,0.654165936,train,,,
mean,0.876938381,train,,,
mean,0.651750473,train,,,
mean,0.637849941,train,,,
mean,0.386621182,train,,,
mean,0.756760536,train,,,
mean,0.72149403,train,,,
mean,0.637245742,train,,,
mean,0.64064367,train,,,
mean,0.808549658,train,,,
mean,0.753108633,train,,,
mean,0.579607248,train,,,
mean,0.722975366,train,,,
mean,0.654578376,train,,,
mean,0.586349686,train,,,
mean,0.637116658,train,,,
mean,0.80570016,train,,,
mean,0.809188296,train,,,
mean,0.702358589,train,,,
mean,0.722449415,train,,,
mean,0.277882051,train,,,
mean,0.40633448,train,,,
mean,0.743433167,train,,,
mean,0.84008581,train,,,
mean,0.851562792,train,,,
mean,0.714582913,train,,,
mean,0.275724656,train,,,
mean,0.649577805,train,,,
mean,0.574596752,train,,,
mean,0.822713238,train,,,
mean,0.787418056,train,,,
mean,0.687623661,train,,,
mean,0.644718506,train,,,
mean,0.654986636,train,,,
mean,0.704195166,train,,,
mean,0.797730537,train,,,
mean,0.711054608,train,,,
mean,0.365785917,train,,,
mean,0.687358524,train,,,
mean,0.563096518,train,,,
mean,0.646838071,train,,,
mean,0.607640764,train,,,
mean,0.805930732,train,,,
mean,0.694811743,train,,,
mean,0.800888255,train,,,
mean,0.351112978,train,,,
mean,0.7396586,train,,,
mean,0.717547237,train,,,
mean,0.736020698,train,,,
mean,0.833239315,train,,,
mean,0.621023085,train,,,
mean,0.726371767,train,,,
mean,0.517039325,train,,,
mean,0.675526854,train,,,
mean,0.5722849,train,,,
mean,0.580509456,train,,,
mean,0.697026188,train,,,
mean,0.763878727,train,,,
mean,0.625680713,train,,,
mean,0.631675185,train,,,
mean,0.421316243,train,,,
mean,0.78400479,train,,,
mean,0.729379079,train,,,
mean,0.755161026,train,,,
mean,0.799408461,train,,,
mean,0.638547305,train,,,
mean,0.608312089,train,,,
mean,0.570549414,train,,,
mean,0.608627599,train,,,
mean,0.258214611,train,,,
mean,0.647216648,train,,,
mean,0.711855113,train,,,
pancreas,0.816797089,validation,,,
pancreas,0.907717284,validation,,,
pancreas,0.618428536,validation,,,
pancreas,0.668384437,validation,,,
pancreas,0.51148669,validation,,,
pancreas,0.662536117,validation,,,
pancreas,0.670272139,validation,,,
pancreas,0.734165067,validation,,,
pancreas,0.139188534,validation,,,
pancreas,0.620142256,validation,,,
pancreas,0.573395845,validation,,,
pancreas,0.247040882,validation,,,
pancreas,0.86214351,validation,,,
pancreas,0.461278284,validation,,,
pancreas,0.833158247,validation,,,
pancreas,0.304109492,validation,,,
pancreas,0.583095822,validation,,,
pancreas,0.636369629,validation,,,
pancreas,0.682015469,validation,,,
pancreas,0.71517093,validation,,,
pancreas,0.341319882,validation,,,
pancreas,0.710141718,validation,,,
pancreas,0.841911549,validation,,,
pancreas,0.564451341,validation,,,
pancreas,0.698993333,validation,,,
pancreas,0.535962291,validation,,,
pancreas,0.625342715,validation,,,
pancreas,0.67690778,validation,,,
pancreas,0.792680991,validation,,,
pancreas,0.630613558,validation,,,
pancreas,0.326542208,validation,,,
pancreas,0.750716051,validation,,,
pancreas,0.80178165,validation,,,
pancreas,0.530939005,validation,,,
pancreas,0.692989344,validation,,,
pancreas,0.577690912,validation,,,
pancreas,0.334151177,validation,,,
pancreas,0.313268483,validation,,,
pancreas,0.238283496,validation,,,
pancreas,0.171723578,validation,,,
pancreas,0.769969068,validation,,,
tumor,0.013265306,validation,,,
tumor,0.53887936,validation,,,
tumor,0,validation,,,
tumor,0,validation,,,
tumor,0,validation,,,
tumor,0,validation,,,
tumor,0,validation,,,
tumor,0,validation,,,
tumor,0,validation,,,
tumor,0,validation,,,
tumor,0.725655847,validation,,,
tumor,0.416514876,validation,,,
tumor,0,validation,,,
tumor,0,validation,,,
tumor,0,validation,,,
tumor,0.041969841,validation,,,
